App.,Taxon,Term,Unit,Country,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
I,Balaenoptera physalus,specimens,,CA,,5,9,,,,,,,,
I,Balaenoptera physalus,specimens,,CH,10,,,,,,,,,,
I,Balaenoptera physalus,specimens,,DK,,,,100,,,,,,,
I,Balaenoptera physalus,specimens,,ES,10,,30,400,,,,,,,
I,Balaenoptera physalus,specimens,,FR,,2,,,,,,,,,
I,Balaenoptera physalus,specimens,,IS,,,3,,,,,,,,
I,Balaenoptera physalus,specimens,,IT,,,,12,,,,,,,
I,Balaenoptera physalus,specimens,,NL,67,32,8,,,,,,,,
I,Balaenoptera physalus,specimens,,US,5,174,148,1,,,,,,,
I,Balaenoptera physalus,wax,,US,,5,,,,,,,,,
I,Balaenoptera spp.,baleen,,NL,1,,,,,,,,,,
I,Balaenoptera spp.,bones,kg,GB,,,,,3.706,,,,,,
I,Balaenoptera spp.,specimens,g,NL,10,,,,,,,,,,
I,Balaenopteridae spp.,baleen,Number of specimens,US,,,,1,,,,,,,
I,Balaenopteridae spp.,bone pieces,,US,,,,2,,,,,,,
I,Balaenopteridae spp.,specimens,g,US,,,,28,,,,,,,
I,Balaenopteridae spp.,specimens,,US,,,,42,,,,,,,
I,Berardius arnuxii,skulls,Number of specimens,NZ,,,,1,,,,,,,
I,Berardius arnuxii,skulls,,CA,,,1,,,,,,,,
I,Berardius arnuxii,specimens,g,US,,,,,1,,,,,,
I,Berardius arnuxii,specimens,,US,7,2,,,,,,,,,
I,Berardius bairdii,skeletons,Number of specimens,US,,,,1,,,,,,,
I,Berardius bairdii,skeletons,,CA,,,1,,,,,,,,
I,Berardius bairdii,specimens,,US,20,,,,,,,,,,
I,Bettongia penicillata,hair,,US,207750,,,,,,,,,,
I,Blastocerus dichotomus,specimens,Number of specimens,CA,,,,400,,,,,,,
I,Blastocerus dichotomus,specimens,,CA,,,,400,,,,,,,
I,Bos gaurus,teeth,,DE,,,4,,,,,,,,
I,Bos sauveli,teeth,,DE,,,2,,,,,,,,
I,Brachyteles arachnoides,bodies,g,GB,,,,,,,3,,,,
I,Bubalus quarlesi,trophies,Number of specimens,NZ,,,,,,,,1,,,
I,Cacajao calvus,specimens,ml,US,4,,,,,,,,,,
I,Cacajao calvus,specimens,Number of specimens,DE,,,,,29,,,,,,
I,Cacajao calvus,specimens,Number of specimens,ES,,,,,38,,,,,,
I,Cacajao calvus,specimens,,DE,,,,,29,,,,,,
I,Cacajao calvus,specimens,,ES,,490,,,38,,,,,,
I,Cacajao melanocephalus,specimens,ml,GB,,,,,,,2,,,,
I,Callithrix aurita,specimens,ml,GB,,,,,,,2,,,,
I,Callithrix aurita,specimens,Number of specimens,DE,,,,,,,29,,,,
I,Canis lupus,skins,Number of specimens,US,,,,,,1,,,,,
I,Canis lupus,skins,,US,1,1,,,,,,,,,
I,Canis lupus,skins,,VN,,2,,,,,,,,,
I,Canis lupus,skulls,Number of specimens,US,,,,,,1,,,,,
I,Canis lupus,skulls,,US,,1,,,,,,,,,
I,Canis lupus,specimens,g,IN,,,,,,,,250,,,
I,Canis lupus,specimens,Number of specimens,US,,,,43,,,,,,,
I,Canis lupus,specimens,,DK,2,,,,,,,,,,
I,Canis lupus,specimens,,US,,,,10,35,,,,,,
I,Canis lupus,teeth,Number of specimens,US,,,,27,32,,,,,,
I,Canis lupus,trophies,,BE,1,,,,,,,,,,
I,Canis lupus,trophies,,HU,,,,,1,,,,,,
I,Canis lupus,trophies,,US,,,1,,,,,,,,
I,Caperea marginata,bones,,CA,,,3,,,,,,,,
I,Caperea marginata,skeletons,Number of specimens,NZ,,,,1,,,,,,,
I,Capra falconeri,bodies,,US,1,,,,,,,,,,
I,Capra falconeri,horns,Number of specimens,CA,,,,,,,2,4,2,,
I,Capra falconeri,live,,KG,,,,,,,,,2,,
I,Capra falconeri,skins,Number of specimens,CA,,,,,,,1,3,3,,
I,Capra falconeri,skins,,CA,1,,,,,,,,,,
I,Capra falconeri,skulls,Number of specimens,CA,,,,,,,1,3,3,,
I,Capra falconeri,skulls,,CA,1,,,,,,,,,,
I,Capra falconeri,specimens,,CH,,13,,,,,,,,,
I,Capra falconeri,trophies,m,US,,1,,,,,,,,,
I,Capra falconeri,trophies,Number of specimens,BE,,,,,,,,1,,,
I,Capra falconeri,trophies,Number of specimens,CA,,,,2,,,2,1,,,
I,Capra falconeri,trophies,Number of specimens,DE,,,,,,2,,1,,,
I,Capra falconeri,trophies,Number of specimens,DK,,,,,,,,,1,,
I,Capra falconeri,trophies,Number of specimens,ES,,,,,,4,3,,2,,
I,Capra falconeri,trophies,Number of specimens,FR,,,,,1,,1,,1,,
I,Capra falconeri,trophies,Number of specimens,MX,,,,,,2,1,,,,
I,Capra falconeri,trophies,Number of specimens,RU,,,,,,1,4,2,2,,
I,Capra falconeri,trophies,Number of specimens,SE,,,,,,,1,,,,
I,Capra falconeri,trophies,Number of specimens,US,,,,2,2,10,6,12,7,,
I,Capra falconeri,trophies,,AT,1,2,1,,,1,,,,,
I,Capra falconeri,trophies,,AU,,,,,,1,,,,,
I,Capra falconeri,trophies,,CA,,1,1,,,,,,,,
I,Capra falconeri,trophies,,DE,1,2,,,,,,,,,
I,Capra falconeri,trophies,,ES,1,3,,1,,3,,,,,
I,Capra falconeri,trophies,,FR,,,2,,,,,,,,
I,Capra falconeri,trophies,,HU,,,1,,,,,,,,
I,Capra falconeri,trophies,,IT,,,,1,,,,,,,
I,Capra falconeri,trophies,,MX,2,2,2,,,2,,,,,
I,Capra falconeri,trophies,,NO,1,,,,,,,,,,
I,Capra falconeri,trophies,,PH,1,,1,1,,,,,,,
I,Capra falconeri,trophies,,RU,,1,2,2,2,3,6,2,3,,
I,Capra falconeri,trophies,,US,6,8,6,4,1,5,,,,,
I,Capra falconeri heptneri,trophies,Number of specimens,AT,,,,,,,,1,1,,
I,Capra falconeri heptneri,trophies,Number of specimens,CA,,,,1,,,1,1,3,,
I,Capra falconeri heptneri,trophies,Number of specimens,DE,,,,,1,,1,1,,,
I,Capra falconeri heptneri,trophies,Number of specimens,DK,,,,,,,,2,,,
I,Capra falconeri heptneri,trophies,Number of specimens,ES,,,1,1,,,2,,2,,
I,Capra falconeri heptneri,trophies,Number of specimens,FR,,,1,,1,,1,,,,
I,Capra falconeri heptneri,trophies,Number of specimens,HU,,,1,,,,,,,,
I,Capra falconeri heptneri,trophies,Number of specimens,IT,,,,,,,,1,,2,
I,Capra falconeri heptneri,trophies,Number of specimens,MX,,,1,,,1,,,,10,
I,Capra falconeri heptneri,trophies,Number of specimens,NO,,,,,,,,1,,,
I,Capra falconeri heptneri,trophies,Number of specimens,RU,,,1,,,,,2,1,2,
I,Capra falconeri heptneri,trophies,Number of specimens,US,,,4,7,7,8,7,6,14,20,
I,Capra falconeri heptneri,trophies,,DK,,,,,,,2,,,,
I,Capra falconeri heptneri,trophies,,ES,,,,1,,,,,,,
I,Capra falconeri heptneri,trophies,,IQ,,,,,,,,1,,,
I,Capra falconeri heptneri,trophies,,MX,,,1,,,,,,,,
I,Capra falconeri heptneri,trophies,,RU,,,,,,1,,1,,,
I,Capra falconeri heptneri,trophies,,US,,,5,,,,,,,,
I,Capra falconeri megaceros,trophies,Number of specimens,US,,,,,,1,,,,,
I,Capra falconeri megaceros,trophies,,US,,3,1,,,3,,,,,
I,Caracal caracal,claws,,AE,,1,,,,,,,,,
I,Caracal caracal,claws,,EG,1,,,,,,,,,,
I,Caracal caracal,live,,KG,,,,,,,1,,,,
I,Caracal caracal,trophies,,ES,,,,1,,,,,,,
I,Cephalophus jentinki,specimens,Number of specimens,DE,,,,,,8,,,,,
I,Ceratotherium simum,feet,,CN,,12,,,,,,,,,
I,Ceratotherium simum,hair,g,GB,,,48,,,,,,,,
I,Ceratotherium simum,horn carvings,m3,SA,,,,,,10,,,,,
I,Ceratotherium simum,horn pieces,g,ZA,,,,,,100,,,,,
I,Ceratotherium simum,horn pieces,Number of specimens,ZA,,,,,,,8,,,,
I,Ceratotherium simum,horn pieces,,ZA,,31,,2,,,,,,,
I,Ceratotherium simum,horns,Number of specimens,BE,,,,,48,,,,,,
I,Ceratotherium simum,horns,Number of specimens,BG,,,,,,2,,,,,
I,Ceratotherium simum,horns,Number of specimens,US,,,,1,,2,,,,,
I,Ceratotherium simum,horns,,DK,,2,,,,,,,,,
I,Ceratotherium simum,horns,,US,,,2,,,,,,,,
I,Ceratotherium simum,live,Number of specimens,AO,,,,,,,10,,,,
I,Ceratotherium simum,live,Number of specimens,NA,,,,,,84,,,,,
I,Ceratotherium simum,live,Number of specimens,US,,,,,10,,12,6,,,
I,Ceratotherium simum,live,Number of specimens,ZM,,,,,,9,,50,,,
I,Ceratotherium simum,live,,AE,,5,,,,,,,,,
I,Ceratotherium simum,live,,AO,,,,,,,6,,,,
I,Ceratotherium simum,live,,BW,,52,10,,,,,,,,
I,Ceratotherium simum,live,,CD,,,17,,,,,,,,
I,Ceratotherium simum,live,,NA,6,33,,,,,,,,,
I,Ceratotherium simum,live,,ZA,,,,6,,,,,,,
I,Ceratotherium simum,live,,ZM,,,,2,,,,,,,
I,Ceratotherium simum,skin pieces,Number of specimens,BN,,,,,,,2,,,,
I,Ceratotherium simum,skin pieces,,ZA,,,1,,,,,,,,
I,Ceratotherium simum,skins,g,GB,,,104,,,,,,,,
I,Ceratotherium simum,skins,,CN,,5,,,,,,,,,
I,Ceratotherium simum,specimens,g,GB,,,688,,,,,,,,
I,Ceratotherium simum,specimens,ml,ZA,2.10,1300,,,,,,,,,
I,Ceratotherium simum,specimens,Number of specimens,ZA,,,,,335,620,411,,,,
I,Ceratotherium simum,specimens,,DE,132,,,,,,,,,,
I,Ceratotherium simum,specimens,,GB,106,,,,,,,,,,
I,Ceratotherium simum,specimens,,KE,30,,,,,,,,,,
I,Ceratotherium simum,specimens,,ZA,398,381,201,370,,,,,,,
I,Ceratotherium simum,tails,,CN,,1,,,,,,,,,
I,Ceratotherium simum,trophies,Number of specimens,BG,,,,,,1,1,,,,
I,Ceratotherium simum,trophies,Number of specimens,CZ,,,,,,,1,,,,
I,Ceratotherium simum,trophies,Number of specimens,DE,,,,,1,,,,,,
I,Ceratotherium simum,trophies,Number of specimens,ES,,,,,3,2,1,,,,
I,Ceratotherium simum,trophies,Number of specimens,FR,,,,,1,,,,,,
I,Ceratotherium simum,trophies,Number of specimens,HU,,,,,,2,2,,,,
I,Ceratotherium simum,trophies,Number of specimens,IT,,,,,1,,,,,,
I,Ceratotherium simum,trophies,Number of specimens,MX,,,,,,4,1,,,,
I,Ceratotherium simum,trophies,Number of specimens,RU,,,,,1,1,4,,,,
I,Ceratotherium simum,trophies,Number of specimens,SE,,,,,,1,1,,,,
I,Ceratotherium simum,trophies,Number of specimens,US,,,,1,2,4,5,6,5,,
I,Ceratotherium simum,trophies,Number of specimens,ZA,,,,,,,1,,,,
I,Ceratotherium simum,trophies,,AT,,1,,,,,,,,,
I,Ceratotherium simum,trophies,,CA,,,,1,,,,,,,
I,Ceratotherium simum,trophies,,CN,,6,3,,,,,,,,
I,Ceratotherium simum,trophies,,DE,,,2,,,,,,,,
I,Ceratotherium simum,trophies,,DK,,,,1,,,,,,,
I,Ceratotherium simum,trophies,,ES,,,,1,,,,,,,
I,Ceratotherium simum,trophies,,FR,,,,1,,,,,,,
I,Ceratotherium simum,trophies,,HU,,,,1,,,,,,,
I,Ceratotherium simum,trophies,,LT,,,,,,,1,1,,,
I,Ceratotherium simum,trophies,,NZ,,,,2,,,,,,,
I,Ceratotherium simum,trophies,,RU,2,1,,2,,2,2,,,,
I,Ceratotherium simum,trophies,,SK,,,3,,,,,,,,
I,Ceratotherium simum,trophies,,US,1,4,6,1,,,,,,,
I,Ceratotherium simum cottoni,skeletons,kg,CZ,,,,150,,,,,,,
I,Ceratotherium simum cottoni,skeletons,,CZ,,,,1,,,,,,,
I,Ceratotherium simum cottoni,skins,kg,CZ,,,,230,,,,,,,
I,Ceratotherium simum cottoni,skins,kg,KE,,,,,,,,1,,,
I,Ceratotherium simum cottoni,skins,Number of specimens,KE,,,,,,,1,,,,
I,Ceratotherium simum cottoni,skins,,CZ,,,,1,,,,,,,
I,Ceratotherium simum cottoni,specimens,ml,DE,,,,10,,,,,,,
I,Ceratotherium simum cottoni,specimens,Number of specimens,IT,,,,,,72,,,,,
I,Ceratotherium simum cottoni,specimens,,IT,,,,,,,,30,,,
I,Ceratotherium simum simum,bodies,,PA,,1,,,,,,,,,
I,Ceratotherium simum simum,derivatives,Number of specimens,IT,,,,,,40,,,,,
I,Ceratotherium simum simum,feet,,CN,,8,,,,,,,,,
I,Ceratotherium simum simum,hair,,ZA,75,,,,,,,,,,
I,Ceratotherium simum simum,horn pieces,,ZA,,,,,,,8,,,,
I,Ceratotherium simum simum,horns,Number of specimens,AT,,,,,,,,1,,,
I,Ceratotherium simum simum,horns,Number of specimens,CA,,,,,,,2,,,,
I,Ceratotherium simum simum,horns,Number of specimens,CH,,,,,,,,,2,,
I,Ceratotherium simum simum,horns,Number of specimens,LU,,,,,,,,1,,,
I,Ceratotherium simum simum,horns,Number of specimens,MX,,,,,,,,1,,,
I,Ceratotherium simum simum,horns,Number of specimens,US,,,,,,,,1,,,
I,Ceratotherium simum simum,horns,,BE,5,,,,,,,,,,
I,Ceratotherium simum simum,live,Number of specimens,AO,,,,,,,,6,,,
I,Ceratotherium simum simum,live,Number of specimens,CH,,,,1,,,,,,,
I,Ceratotherium simum simum,live,Number of specimens,KE,,,,,,3,,,,,
I,Ceratotherium simum simum,live,Number of specimens,US,,,,,10,,,2,41,,
I,Ceratotherium simum simum,live,Number of specimens,ZA,,,,,,,,,10,,
I,Ceratotherium simum simum,live,,CD,,15,27,,,,,,,,
I,Ceratotherium simum simum,live,,CH,,,,1,,,,,,,
I,Ceratotherium simum simum,live,,RW,,,,,,30,,,,,
I,Ceratotherium simum simum,live,,ZA,2,,,,,,,,,,
I,Ceratotherium simum simum,skins,Number of specimens,CA,,,,,,,1,,,,
I,Ceratotherium simum simum,skins,,CN,,3,,,,,,,,,
I,Ceratotherium simum simum,skulls,Number of specimens,CA,,,,,,,1,,,,
I,Ceratotherium simum simum,specimens,g,GB,,,840,,,,,,,,
I,Ceratotherium simum simum,specimens,kg,IT,,,,,,,,5,11,,
I,Ceratotherium simum simum,specimens,kg,ZA,,,3.42,,,,,,,,
I,Ceratotherium simum simum,specimens,ml,CH,,,,25,,,,,,,
I,Ceratotherium simum simum,specimens,ml,DE,,,,,,,,,8,,
I,Ceratotherium simum simum,specimens,Number of specimens,DE,,,,,,,,,4,,
I,Ceratotherium simum simum,specimens,Number of specimens,IT,,,,,,,,4,13,,
I,Ceratotherium simum simum,specimens,Number of specimens,ZA,,,,,,,,600,,,
I,Ceratotherium simum simum,specimens,,CH,,,,25,,,,,,,
I,Ceratotherium simum simum,specimens,,DE,,,,,,,,30,,,
I,Ceratotherium simum simum,specimens,,IT,,,,,,,,30,,,
I,Ceratotherium simum simum,specimens,,ZA,520,,300,,,,222,,,,
I,Ceratotherium simum simum,trophies,Number of specimens,AT,,,,,,,,3,,,
I,Ceratotherium simum simum,trophies,Number of specimens,CA,,,,1,,,,1,,,
I,Ceratotherium simum simum,trophies,Number of specimens,DE,,,,,,,,1,,,
I,Ceratotherium simum simum,trophies,Number of specimens,DK,,,,,,,,1,1,,
I,Ceratotherium simum simum,trophies,Number of specimens,ES,,,,,,1,1,,3,,
I,Ceratotherium simum simum,trophies,Number of specimens,FR,,,,,,,,,5,,
I,Ceratotherium simum simum,trophies,Number of specimens,HU,,,,,,,,2,,,
I,Ceratotherium simum simum,trophies,Number of specimens,IT,,,,,,,,,2,,
I,Ceratotherium simum simum,trophies,Number of specimens,LT,,,,,,,,2,,,
I,Ceratotherium simum simum,trophies,Number of specimens,MX,,,,,,,,1,4,,
I,Ceratotherium simum simum,trophies,Number of specimens,RS,,,,,,,,1,,,
I,Ceratotherium simum simum,trophies,Number of specimens,RU,,,,,,,,,5,,
I,Ceratotherium simum simum,trophies,Number of specimens,SK,,,,,,,,,1,,
I,Ceratotherium simum simum,trophies,Number of specimens,US,,,,5,3,3,1,12,9,,
I,Ceratotherium simum simum,trophies,,AT,,9,,,,,,,,,
I,Ceratotherium simum simum,trophies,,CN,,2,,,,,,,,,
I,Ceratotherium simum simum,trophies,,CZ,,,,,,,1,,,,
I,Ceratotherium simum simum,trophies,,DE,1,,2,,1,,,,,,
I,Ceratotherium simum simum,trophies,,ES,,,,1,3,,,,,,
I,Ceratotherium simum simum,trophies,,HU,,,,1,2,2,2,,2,,
I,Ceratotherium simum simum,trophies,,IT,,,,,1,,,,,,
I,Ceratotherium simum simum,trophies,,PA,,1,,,,,,,,,
I,Ceratotherium simum simum,trophies,,RO,2,,,,,,,,,,
I,Ceratotherium simum simum,trophies,,SK,,,2,,,,,,,,
I,Ceratotherium simum simum,trophies,,TR,1,,,,,,,,,,
I,Ceratotherium simum simum,trophies,,US,4,,1,,,,,,,,
I,Ceratotherium simum simum,trophies,,ZA,,,,,,,1,,,,
I,Cercopithecus diana,skulls,Number of specimens,DE,,,,,1,1,1,,,,
I,Cercopithecus diana,skulls,,DE,,,,,1,,,,,,
I,Cercopithecus diana,specimens,Number of specimens,DE,,,,,1,39,1,1,,85,
I,Cercopithecus diana,specimens,,DE,,,100,,1,,,,,,
I,Cercopithecus spp.,specimens,,US,,,,1692.8,,,,,,,
I,Cetacea spp.,baleen,Number of specimens,GB,,,,,4,,,,,,
I,Cetacea spp.,bone carvings,Number of specimens,CH,,,,2,,,,,,,
I,Cetacea spp.,bones,kg,GB,,,,0.206,,,,2.455,,,
I,Cetacea spp.,bones,kg,NO,,,,1,,15.6,,,,,
I,Cetacea spp.,bones,,GB,1,,4,,,,,,,,
I,Cetacea spp.,bones,,SE,,,,,,,,3,,,
I,Cetacea spp.,ears,,FR,,114,,,,,,,,,
I,Cetacea spp.,specimens,g,CA,,4250,,,,,,,,,
I,Cetacea spp.,specimens,g,DE,,750,,,,,,,,,
I,Cetacea spp.,specimens,g,GB,,,,,,,,15.03,,,
I,Cetacea spp.,specimens,g,US,,,191,,,,,,,,
I,Cetacea spp.,specimens,kg,GB,,,,0.21,,,,0.839,0.230,,
I,Cetacea spp.,specimens,kg,US,,,3,,,,,2.9,,,
I,Cetacea spp.,specimens,ml,US,,,6,145,,,,,,,
I,Cetacea spp.,specimens,Number of specimens,GB,,,,,,,1,,,,
I,Cetacea spp.,specimens,,CA,,,79,,,,,,,,
I,Cetacea spp.,specimens,,US,,210,,,,,,,,,
I,Cheirogaleus crossleyi,specimens,Number of specimens,US,,,,37,,,,,,,
I,Cheirogaleus major,specimens,g,XX,,,,73,,,,,,,
I,Cheirogaleus major,specimens,Number of specimens,US,,,,73,,,,,,,
I,Cheirogaleus major,specimens,,FR,1,,,,,,,,,,
I,Cheirogaleus major,specimens,,PT,,6,,,,,,,,,
I,Cheirogaleus major,specimens,,US,,1,,,,,,,,,
I,Cheirogaleus medius,hair,kg,GB,,,,,,,,,0.01,,
I,Cheirogaleus medius,specimens,g,GB,,,,,,,8,,,,
I,Cheirogaleus medius,specimens,g,XX,,,,28,,,,,,,
I,Cheirogaleus medius,specimens,mg,DE,,,,10,,,,2,2,,
I,Cheirogaleus medius,specimens,Number of specimens,GB,,,,,,,,8,,,
I,Cheirogaleus medius,specimens,Number of specimens,US,,,,28,,,,,,,
I,Cheirogaleus sibreei,specimens,Number of specimens,US,,,,11,,,,,,,
I,Cheirogaleus spp.,specimens,g,US,24,,,,,,,,,,
I,Cheirogaleus spp.,specimens,Number of specimens,US,,,,,,,,28,,,
I,Cheirogaleus spp.,specimens,,US,,5,,,,,,,,,
I,Cheirogaleus spp.,specimens,,XX,,,,48,,,,,,,
I,Dama dama,trophies,,PH,,1,,,,,,,,,
I,Daubentonia madagascariensis,bodies,,GB,,,,1,,,,,,,
I,Daubentonia madagascariensis,specimens,g,XX,,,,24,,,,,,,
I,Daubentonia madagascariensis,specimens,Number of specimens,US,,,,24,,,,,,,
I,Delphinidae spp.,specimens,Number of specimens,CH,,,,,,,,3,,,
I,Dicerorhinus sumatrensis,specimens,,DE,100,60,,,,,,,,,
I,Dicerorhinus sumatrensis,teeth,,DE,,,2,,,,,,,,
I,Diceros bicornis,bodies,,CN,1,,,,,,,,,,
I,Diceros bicornis,derivatives,,GB,,,,,67,,,,,,
I,Diceros bicornis,feet,,CN,4,,,,,,,,,,
I,Diceros bicornis,feet,,DK,1,,,,,,,,,,
I,Diceros bicornis,hair,,ZA,168,,,,,,,,,,
I,Diceros bicornis,horn pieces,g,ZA,,,,,,100,,,,,
I,Diceros bicornis,horn pieces,,ZA,,,10,,,,,,,,
I,Diceros bicornis,horns,Number of specimens,NA,,,,,,,,2,,,
I,Diceros bicornis,horns,Number of specimens,ZA,,,,,,,,,1,,
I,Diceros bicornis,horns,,MY,2,,,,,,,,,,
I,Diceros bicornis,live,Number of specimens,MZ,,,,,,,15,10,10,,
I,Diceros bicornis,live,Number of specimens,NA,,,,,,,,1,1,,
I,Diceros bicornis,live,Number of specimens,TD,,,,,,,,6,,,
I,Diceros bicornis,live,Number of specimens,TZ,,,,,,,4,,,,
I,Diceros bicornis,live,,ES,,,,,1,,,,,,
I,Diceros bicornis,live,,MZ,,,,,,,7,,,,
I,Diceros bicornis,live,,RW,,20,,,,,,,,,
I,Diceros bicornis,live,,SZ,,,,18,1,,,,,,
I,Diceros bicornis,live,,TZ,,,,10,,,,,,,
I,Diceros bicornis,live,,XX,,,1,,,,,,,,
I,Diceros bicornis,live,,ZM,,6,2,,,,,,,,
I,Diceros bicornis,skins,,CN,1,,,,,,,,,,
I,Diceros bicornis,skins,,DE,1,,,,,,,,,,
I,Diceros bicornis,skulls,Number of specimens,GB,,,,,,,,,1,,
I,Diceros bicornis,skulls,Number of specimens,MX,,,,,,1,,,,,
I,Diceros bicornis,specimens,g,ZA,,1400,,,,,,,,,
I,Diceros bicornis,specimens,ml,ZA,0.55,,,,,,,,,,
I,Diceros bicornis,specimens,Number of specimens,GB,,,,,,106,,,,,
I,Diceros bicornis,specimens,Number of specimens,US,,,,,,,4,8,124,,
I,Diceros bicornis,specimens,Number of specimens,ZA,,,,,,140,360,293,1076,,
I,Diceros bicornis,specimens,,GB,,,,,,100,,,,,
I,Diceros bicornis,specimens,,MW,,,,23,,,,,,,
I,Diceros bicornis,specimens,,SE,,,50,35,,,,,,,
I,Diceros bicornis,specimens,,US,80,,,,,,16,,,,
I,Diceros bicornis,specimens,,ZA,1198,2693,3033,3274,14,,177,,2,,
I,Diceros bicornis,trophies,Number of specimens,AE,,,,,,2,,,,,
I,Diceros bicornis,trophies,Number of specimens,DE,,,,,,,1,,,,
I,Diceros bicornis,trophies,Number of specimens,MX,,,,,,1,,,,,
I,Diceros bicornis,trophies,Number of specimens,NA,,,,,,,1,,,,
I,Diceros bicornis,trophies,Number of specimens,RO,,,,,,1,,,1,,
I,Diceros bicornis,trophies,Number of specimens,US,,,,1,1,,,,,,
I,Diceros bicornis,trophies,,AE,,,,1,2,,,,,,
I,Diceros bicornis,trophies,,CN,2,,,,,,,,,,
I,Diceros bicornis,trophies,,CZ,,1,,,,,,,,,
I,Diceros bicornis,trophies,,DE,2,1,,,,,,,,,
I,Diceros bicornis,trophies,,GB,,,,,,,,,1,,
I,Diceros bicornis,trophies,,HU,,,,2,,,,,,,
I,Diceros bicornis,trophies,,IT,,1,,,,,,,,,
I,Diceros bicornis,trophies,,MX,,,,2,3,1,,,,,
I,Diceros bicornis,trophies,,MY,1,1,,,,,,,,,
I,Diceros bicornis,trophies,,NA,,,,,,,1,,,,
I,Diceros bicornis,trophies,,RO,,,,,1,,2,,,,
I,Diceros bicornis,trophies,,RU,,4,2,,,,,,,,
I,Diceros bicornis,trophies,,US,,,1,1,,,,,,,
I,Diceros bicornis,unspecified,,MW,,,,1,,,,,,,
I,Dugong dugon,bodies,kg,GB,,,9.5,,,,,,,,
I,Dugong dugon,bones,kg,GB,,,9.5,,,,,,,,
I,Dugong dugon,specimens,g,DE,3241,6482,,,,,,,,,
I,Dugong dugon,specimens,kg,AU,,,,,,,3,,,,
I,Dugong dugon,specimens,kg,FR,1.2,,,,,,,,,,
I,Dugong dugon,specimens,Number of specimens,CH,,,,,,,,1,,,
I,Dugong dugon,specimens,Number of specimens,GR,,,,,,32,,,,,
I,Dugong dugon,specimens,Number of specimens,US,,,24,,,,,,,,
I,Dugong dugon,specimens,Number of specimens,ZA,,,,,,,,20,,,
I,Dugong dugon,specimens,,US,,19,,,,,,,,,
I,Dugong dugon,specimens,,ZA,,,,25,25,,,,,,
I,Dugong dugon,teeth,Number of specimens,AU,,,,,,,6,,,,
I,Dugong dugon,teeth,,NC,10,,,,,,,,,,
I,Elephantidae spp.,bones,,GB,,,1,,,,,,,,
I,Elephantidae spp.,hair products,Number of specimens,US,,,,,,,,,1,,
I,Elephantidae spp.,ivory carvings,kg,AR,,,,,,0.8,,,,,
I,Elephantidae spp.,ivory carvings,kg,AU,,,,,,0.35,,,,,
I,Elephantidae spp.,ivory carvings,kg,CA,,,,,,0.2,,,,,
I,Elephantidae spp.,ivory carvings,kg,GB,,,,,,0.3,,,,,
I,Elephantidae spp.,ivory carvings,kg,NZ,,,,,,,,,1.5916,,
I,Elephantidae spp.,ivory carvings,kg,TW,,,,,,0.75,,,,,
I,Elephantidae spp.,ivory carvings,Number of specimens,AU,,,,,,2,,,1,,
I,Elephantidae spp.,ivory carvings,Number of specimens,CH,,,,44,,,,,,,
I,Elephantidae spp.,ivory carvings,Number of specimens,FR,,,,,,1,,7,,,
I,Elephantidae spp.,ivory carvings,Number of specimens,GB,,,,4,5,,3,,10,,
I,Elephantidae spp.,ivory carvings,Number of specimens,IN,,,,,,,,1,,,
I,Elephantidae spp.,ivory carvings,Number of specimens,JP,,,,,,,,1,,,
I,Elephantidae spp.,ivory carvings,Number of specimens,KR,,,30,,,,,,,,
I,Elephantidae spp.,ivory carvings,Number of specimens,LB,,,,,,2,,,,,
I,Elephantidae spp.,ivory carvings,Number of specimens,NO,,,,1,1,,,,,,
I,Elephantidae spp.,ivory carvings,Number of specimens,NZ,,,,,,,,12,,,
I,Elephantidae spp.,ivory carvings,Number of specimens,US,,,,,,55,11,10,45002,,
I,Elephantidae spp.,ivory carvings,Number of specimens,VN,,,,,,1,,,,,
I,Elephantidae spp.,ivory carvings,,BJ,,,,4,,,,,,,
I,Elephantidae spp.,ivory carvings,,BY,,,,,,,,,2,,
I,Elephantidae spp.,ivory carvings,,CA,,,32,,,,,,,,
I,Elephantidae spp.,ivory carvings,,CN,1,,,,,,,,,,
I,Elephantidae spp.,ivory carvings,,CO,1,,,,,,,,,,
I,Elephantidae spp.,ivory carvings,,DO,,,,4,,,,,,,
I,Elephantidae spp.,ivory carvings,,GB,4,,,1,17,,,,,,
I,Elephantidae spp.,ivory carvings,,HK,,1,,,,,,,,,
I,Elephantidae spp.,ivory carvings,,JP,,,,6,,,,,,,
I,Elephantidae spp.,ivory carvings,,MX,3,,,,,,,,,,
I,Elephantidae spp.,ivory carvings,,NZ,,,,,,52,,,,,
I,Elephantidae spp.,ivory carvings,,RU,,,,,,2,,,,,
I,Elephantidae spp.,ivory carvings,,US,10,1,4,,,,,,,,
I,Elephantidae spp.,ivory pieces,,CN,,1,,,,,,,,,
I,Elephantidae spp.,ivory pieces,,MX,,2,,,,,,,,,
I,Elephantidae spp.,jewellery,,BJ,,,,3,,,,,,,
I,Elephantidae spp.,jewellery - ivory ,,CA,,6,,,,,,,,,
I,Elephantidae spp.,live,,MX,,,1,,,,,,,,
I,Elephantidae spp.,piano keys,Number of specimens,AU,,,,,,46,,,,,
I,Elephantidae spp.,piano keys,Number of specimens,BE,,,,,,,,,52,,
